Assembly Accession	Assembly Level	Organism Taxonomic ID
GCA_003278175.1	Contig	2162139
GCA_003280055.1	Contig	2162140
GCA_003279945.1	Contig	2162465
GCA_003279935.1	Contig	2162466
GCA_003279925.1	Contig	2162467
GCA_003279875.1	Contig	2162468
GCA_003279855.1	Contig	2162245
GCA_003279845.1	Contig	2162246
GCA_003279865.1	Contig	2162247
GCA_003279785.1	Contig	2162469
GCA_003279745.1	Contig	2162248
GCA_003279795.1	Contig	2162249
GCA_003278045.1	Contig	2162250
GCA_003279585.1	Contig	2162251
GCA_003279655.1	Contig	2162076
GCA_003278015.1	Contig	2162252
GCA_003279635.1	Contig	2162253
GCA_003278005.1	Contig	2162254
GCA_003279615.1	Contig	2162470
GCA_003279565.1	Contig	2162255
GCA_003279535.1	Contig	2162256
GCA_003279505.1	Contig	2162257
GCA_003279485.1	Contig	2162258
GCA_003277985.1	Contig	2162203
GCA_003279495.1	Contig	2162259
GCA_003279445.1	Contig	2162471
GCA_003279455.1	Contig	2162472
GCA_003217035.1	Contig	2162077
GCA_003217005.1	Contig	2162078
GCA_003216995.1	Contig	2162079
GCA_003216975.1	Contig	2162080
GCA_003216955.1	Contig	2162081
GCA_003216935.1	Contig	2162082
GCA_003216915.1	Contig	2162083
GCA_003216875.1	Contig	2162084
GCA_003216895.1	Contig	2162260
GCA_003216855.1	Contig	2162085
GCA_003216835.1	Contig	2162086
GCA_003216815.1	Contig	2162162
GCA_003216795.1	Contig	2162163
GCA_003216775.1	Contig	2162164
GCA_003216755.1	Contig	2162087
GCA_003216715.1	Contig	2162088
GCA_003216725.1	Contig	2162165
GCA_003216695.1	Contig	2162089
GCA_003216675.1	Contig	2162090
GCA_003216635.1	Contig	2162091
GCA_003216615.1	Contig	2162092
GCA_003216595.1	Contig	2162093
GCA_003216575.1	Contig	2162094
GCA_003216535.1	Contig	2162261
GCA_003216515.1	Contig	2162262
GCA_003216465.1	Contig	2162095
GCA_003216455.1	Contig	2162473
GCA_003216435.1	Contig	2162096
GCA_003216355.1	Contig	2162097
GCA_003216415.1	Contig	2162098
GCA_003216375.1	Contig	2162099
GCA_003216335.1	Contig	2162100
GCA_003216295.1	Contig	2162101
GCA_003216275.1	Contig	2162102
GCA_003216175.1	Contig	2162263
GCA_003216155.1	Contig	2162264
GCA_003216135.1	Contig	2162265
GCA_003216095.1	Contig	2162474
GCA_003216075.1	Contig	2162266
GCA_003216055.1	Contig	2162475
GCA_003216035.1	Contig	2162267
GCA_003215985.1	Contig	2162268
GCA_003215955.1	Contig	2162269
GCA_003215975.1	Contig	2162270
GCA_003215935.1	Contig	2162204
GCA_003215895.1	Contig	2162476
GCA_003215865.1	Contig	2162477
GCA_003215855.1	Contig	2162478
GCA_003215815.1	Contig	2162479
GCA_003215795.1	Contig	2162480
GCA_003215775.1	Contig	2162481
GCA_003215725.1	Contig	2162482
GCA_003215715.1	Contig	2162483
GCA_003215695.1	Contig	2162484
GCA_003215675.1	Contig	2162485
GCA_003215655.1	Contig	2162486
GCA_003215635.1	Contig	2162487
GCA_003215595.1	Contig	2162488
GCA_003215555.1	Contig	2162489
GCA_003215545.1	Contig	2162490
GCA_003215535.1	Contig	2162491
GCA_003215475.1	Contig	2162492
GCA_003215455.1	Contig	2162271
GCA_003215435.1	Contig	2162272
GCA_003215415.1	Contig	2162273
GCA_003215355.1	Contig	2162274
GCA_003215335.1	Contig	2162275
GCA_003215295.1	Contig	2162276
GCA_003215315.1	Contig	2162277
GCA_003214955.1	Contig	2162278
GCA_003214975.1	Contig	2162493
GCA_003214935.1	Contig	2162494
GCA_003214875.1	Contig	2162495
GCA_003214855.1	Contig	2162496
GCA_003214835.1	Contig	2162497
GCA_003214815.1	Contig	2162498
GCA_003214755.1	Contig	2162499
GCA_003214735.1	Contig	2162500
GCA_003214715.1	Contig	2162501
GCA_003214695.1	Contig	2162502
GCA_003214415.1	Contig	2162503
GCA_003214355.1	Contig	2162504
GCA_003214335.1	Contig	2162505
GCA_003214315.1	Contig	2162506
GCA_003214295.1	Contig	2162507
GCA_003214235.1	Contig	2162279
GCA_003214215.1	Contig	2162508
GCA_003214195.1	Contig	2162280
GCA_003214175.1	Contig	2162281
GCA_003214115.1	Contig	2162509
GCA_003214085.1	Contig	2162282
GCA_003214075.1	Contig	2162283
GCA_003214055.1	Contig	2162284
GCA_003213995.1	Contig	2162285
GCA_003213975.1	Contig	2162286
GCA_003213955.1	Contig	2162287
GCA_003213935.1	Contig	2162288
GCA_003213875.1	Contig	2162289
GCA_003213855.1	Contig	2162290
GCA_003213795.1	Contig	2162291
GCA_003213815.1	Contig	2162292
GCA_003213375.1	Contig	2162293
GCA_003210175.1	Contig	2162294
GCA_003210155.1	Contig	2162295
GCA_003213355.1	Contig	2162510
GCA_003213315.1	Contig	2162296
GCA_003213335.1	Contig	2162511
GCA_003213295.1	Contig	2162512
GCA_003213275.1	Contig	2162513
GCA_003213255.1	Contig	2162514
GCA_003213235.1	Contig	2162297
GCA_003210135.1	Contig	2162298
GCA_003209995.1	Contig	2162299
GCA_003213055.1	Contig	2162300
GCA_003213045.1	Contig	2162301
GCA_003213035.1	Contig	2162302
GCA_003209975.1	Contig	2162303
GCA_003212955.1	Contig	2162515
GCA_003212915.1	Contig	2162304
GCA_003209855.1	Contig	2162305
GCA_003212885.1	Contig	2162205
GCA_003212855.1	Contig	2162516
GCA_003209835.1	Contig	2162517
GCA_003212875.1	Contig	2162518
GCA_003212835.1	Contig	2162519
GCA_003209815.1	Contig	2162306
GCA_003212715.1	Contig	2162307
GCA_003212755.1	Contig	2162308
GCA_003212725.1	Contig	2162309
GCA_003209795.1	Contig	2162310
GCA_003212695.1	Contig	2162311
GCA_003209755.1	Contig	2162312
GCA_003212675.1	Contig	2162313
GCA_003212655.1	Contig	2162314
GCA_003212615.1	Contig	2162315
GCA_003212595.1	Contig	2162206
GCA_003212625.1	Contig	2162207
GCA_003212575.1	Contig	2162208
GCA_003212555.1	Contig	2162209
GCA_003212515.1	Contig	2162316
GCA_003209735.1	Contig	2162317
GCA_003209775.1	Contig	2162318
GCA_003212535.1	Contig	2162319
GCA_003212475.1	Contig	2162320
GCA_003212495.1	Contig	2162321
GCA_003212455.1	Contig	2162322
GCA_003212395.1	Contig	2162520
GCA_003209715.1	Contig	2162521
GCA_003209655.1	Contig	2162323
GCA_003209675.1	Contig	2162324
GCA_003212375.1	Contig	2162325
GCA_003212245.1	Contig	2162326
GCA_003212235.1	Contig	2162522
GCA_003209615.1	Contig	2162523
GCA_003209585.1	Contig	2162524
GCA_003209565.1	Contig	2162525
GCA_003212215.1	Contig	2162526
GCA_003212195.1	Contig	2162327
GCA_003212175.1	Contig	2162328
GCA_003209535.1	Contig	2162329
GCA_003212125.1	Contig	2162330
GCA_003212115.1	Contig	2162331
GCA_003212095.1	Contig	2162332
GCA_003209495.1	Contig	2162333
GCA_003212065.1	Contig	2162334
GCA_003212055.1	Contig	2162335
GCA_003209505.1	Contig	2162527
GCA_003209475.1	Contig	2162528
GCA_003209455.1	Contig	2162529
GCA_003212035.1	Contig	2162530
GCA_003209425.1	Contig	2162531
GCA_003209415.1	Contig	2162532
GCA_003211995.1	Contig	2162533
GCA_003212005.1	Contig	2162534
GCA_003209375.1	Contig	2162535
GCA_003211975.1	Contig	2162536
GCA_003211955.1	Contig	2162336
GCA_003211925.1	Contig	2162337
GCA_003211895.1	Contig	2162537
GCA_003211875.1	Contig	2162338
GCA_003211915.1	Contig	2162538
GCA_003211855.1	Contig	2162539
GCA_003211815.1	Contig	2162339
GCA_003209355.1	Contig	2162340
GCA_003211795.1	Contig	2162341
GCA_003211775.1	Contig	2162342
GCA_003211755.1	Contig	2162343
GCA_003211725.1	Contig	2162344
GCA_003211715.1	Contig	2162345
GCA_003209295.1	Contig	2162346
GCA_003209305.1	Contig	2162347
GCA_003209275.1	Contig	2162348
GCA_003209235.1	Contig	2162349
GCA_003211675.1	Contig	2162540
GCA_003211655.1	Contig	2162350
GCA_003211635.1	Contig	2162541
GCA_003211615.1	Contig	2162542
GCA_003209115.1	Contig	2162351
GCA_003211485.1	Contig	2162352
GCA_003211475.1	Contig	2162353
GCA_003211435.1	Contig	2162354
GCA_003209095.1	Contig	2162355
GCA_003211415.1	Contig	2162356
GCA_003211395.1	Contig	2162357
GCA_003209065.1	Contig	2162358
GCA_003211375.1	Contig	2162359
GCA_003211345.1	Contig	2162360
GCA_003211335.1	Contig	2162361
GCA_003209055.1	Contig	2162362
GCA_003211315.1	Contig	2162543
GCA_003211285.1	Contig	2162363
GCA_003211195.1	Contig	2162364
GCA_003211165.1	Contig	2162365
GCA_003211155.1	Contig	2162544
GCA_003211135.1	Contig	2162366
GCA_003211095.1	Contig	2162367
GCA_003211115.1	Contig	2162368
GCA_003211075.1	Contig	2162369
GCA_003211055.1	Contig	2162370
GCA_003208995.1	Contig	2162545
GCA_003210945.1	Contig	2162371
GCA_003210915.1	Contig	2162546
GCA_003210895.1	Contig	2162372
GCA_003210875.1	Contig	2162373
GCA_003208955.1	Contig	2162374
GCA_003210835.1	Contig	2162375
GCA_003210825.1	Contig	2162376
GCA_003208935.1	Contig	2162377
GCA_003210675.1	Contig	2162378
GCA_003208885.1	Contig	2162379
GCA_003210655.1	Contig	2162380
GCA_003208875.1	Contig	2162381
GCA_003210625.1	Contig	2162382
GCA_003208845.1	Contig	2162547
GCA_003210615.1	Contig	2162383
GCA_003210595.1	Contig	2162384
GCA_003210695.1	Contig	2162210
GCA_003226275.1	Contig	2162211
GCA_003210455.1	Contig	2162212
GCA_003208795.1	Contig	2162213
GCA_003210435.1	Contig	2162214
GCA_003210415.1	Contig	2162215
GCA_003208735.1	Contig	2162216
GCA_003210285.1	Contig	2162217
GCA_003210255.1	Contig	2162385
GCA_003210275.1	Contig	2162386
GCA_003210235.1	Contig	2162387
GCA_003210215.1	Contig	2162388
GCA_003208715.1	Contig	2162218
GCA_003208695.1	Contig	2162219
GCA_003210195.1	Contig	2162220
GCA_028411035.1	Contig	2977631
GCA_028410995.1	Contig	2977632
GCA_028410775.1	Contig	2977633
GCA_028410835.1	Contig	2977675
GCA_028410675.1	Contig	2977676
GCA_028410635.1	Contig	2977634
GCA_028410475.1	Contig	2977677
GCA_028410275.1	Contig	2977678
GCA_028410195.1	Contig	2977635
GCA_028410175.1	Contig	2977636
GCA_028410035.1	Contig	2977637
GCA_028410015.1	Contig	2977679
GCA_028409835.1	Contig	2977680
GCA_028409815.1	Contig	2977681
GCA_028409635.1	Contig	2977682
GCA_028409595.1	Contig	2977638
GCA_028409285.1	Contig	2977683
GCA_028409295.1	Contig	2977684
GCA_028409275.1	Contig	2977639
GCA_028409175.1	Contig	2977685
GCA_028409135.1	Contig	2977686
GCA_028408915.1	Contig	2977640
GCA_028408715.1	Contig	2977641
GCA_028408675.1	Contig	2977642
GCA_028408205.1	Contig	2977643
GCA_028450845.1	Contig	2977644
GCA_028450825.1	Contig	2977645
GCA_028407825.1	Contig	2977687
GCA_028450745.1	Contig	2977688
GCA_028450805.1	Contig	2977689
GCA_028450765.1	Contig	2977646
GCA_028450775.1	Contig	2977690
GCA_028450725.1	Contig	2977691
GCA_028450625.1	Contig	2977647
GCA_028450685.1	Contig	2977648
GCA_028450545.1	Contig	2977649
GCA_028450645.1	Contig	2977650
GCA_028450505.1	Contig	2977651
GCA_028450405.1	Contig	2977692
GCA_028450465.1	Contig	2977652
GCA_028450445.1	Contig	2977653
GCA_028406745.1	Contig	2977693
GCA_028450365.1	Contig	2977654
GCA_028450285.1	Contig	2977655
GCA_028450265.1	Contig	2977694
GCA_028450165.1	Contig	2977695
GCA_028450125.1	Contig	2977656
GCA_028450145.1	Contig	2977657
GCA_028450105.1	Contig	2977658
GCA_028450045.1	Contig	2977696
GCA_028450025.1	Contig	2977659
GCA_028449985.1	Contig	2977660
GCA_028449945.1	Contig	2977661
GCA_028449885.1	Contig	2977662
GCA_028449905.1	Contig	2977697
GCA_028449725.1	Contig	2977698
GCA_028449665.1	Contig	2977663
GCA_028449705.1	Contig	2977664
GCF_028141695.1	Contig	2977665
GCA_028141695.1	Contig	2977665
GCF_028141685.1	Contig	2977666
GCA_028141685.1	Contig	2977666
GCF_028141405.1	Contig	2977667
GCA_028141405.1	Contig	2977667
GCF_028141325.1	Contig	2977668
GCA_028141325.1	Contig	2977668
GCF_028141305.1	Contig	2977669
GCA_028141305.1	Contig	2977669
GCA_028141225.1	Contig	2977699
GCF_028141005.1	Contig	2977670
GCA_028141005.1	Contig	2977670
GCA_028140765.1	Contig	2977671
GCA_028140695.1	Contig	2977672
GCF_028140535.1	Contig	2977673
GCA_028140535.1	Contig	2977673
GCF_028139385.1	Contig	2977674
GCA_028139385.1	Contig	2977674
GCF_028139295.1	Contig	2977700
GCA_028139295.1	Contig	2977700
GCA_022450945.1	Scaffold	2919292
GCA_022450905.1	Scaffold	2919293
GCF_022447305.1	Contig	2919303
GCA_022447305.1	Contig	2919303
GCF_047302725.1	Complete Genome	3093726
GCA_047302725.1	Complete Genome	3093726
GCF_002026045.1	Scaffold	1961081
GCA_002026045.1	Scaffold	1961081
GCF_002025965.1	Scaffold	1961083
GCA_002025965.1	Scaffold	1961083
GCF_002026015.1	Contig	1961084
GCA_002026015.1	Contig	1961084
GCF_002026005.1	Scaffold	1961085
GCA_002026005.1	Scaffold	1961085
GCF_002026205.1	Scaffold	1961086
GCA_002026205.1	Scaffold	1961086
GCF_002025905.1	Scaffold	1961087
GCA_002025905.1	Scaffold	1961087
GCF_002025975.1	Scaffold	1961088
GCA_002025975.1	Scaffold	1961088
GCF_002026175.1	Scaffold	1961089
GCA_002026175.1	Scaffold	1961089
GCF_002026165.1	Contig	1961090
GCA_002026165.1	Contig	1961090
GCF_002025865.1	Contig	1961091
GCA_002025865.1	Contig	1961091
GCF_002026145.1	Contig	1961092
GCA_002026145.1	Contig	1961092
GCF_002026095.1	Scaffold	1961093
GCA_002026095.1	Scaffold	1961093
GCF_002025945.1	Scaffold	1961094
GCA_002025945.1	Scaffold	1961094
GCF_002026245.1	Scaffold	1961095
GCA_002026245.1	Scaffold	1961095
GCF_002026105.1	Scaffold	1961096
GCA_002026105.1	Scaffold	1961096
GCF_002026185.1	Scaffold	1961097
GCA_002026185.1	Scaffold	1961097
GCF_002026085.1	Scaffold	1961098
GCA_002026085.1	Scaffold	1961098
GCF_002026065.1	Scaffold	1961099
GCA_002026065.1	Scaffold	1961099
GCF_002156565.1	Scaffold	1945637
GCA_002156565.1	Scaffold	1945637
GCA_004213165.1	Contig	2518985
GCA_003331725.1	Contig	2267255
GCA_003331715.1	Contig	2267254
GCF_047305115.1	Complete Genome	3082519
GCA_047305115.1	Complete Genome	3082519
GCA_002692385.1	Contig	2024875
GCA_002689785.1	Contig	2024876
GCF_000760175.1	Contig	1499498
GCF_047304625.1	Complete Genome	1499498
GCA_000760175.1	Contig	1499498
GCA_047304625.1	Complete Genome	1499498
GCF_000760195.1	Contig	1499499
GCF_047304615.1	Complete Genome	1499499
GCA_000760195.1	Contig	1499499
GCA_047304615.1	Complete Genome	1499499
GCF_000760215.1	Contig	1499500
GCF_047303175.1	Complete Genome	1499500
GCA_000760215.1	Contig	1499500
GCA_047303175.1	Complete Genome	1499500
GCF_000757845.1	Complete Genome	1501268
GCA_000757845.1	Complete Genome	1501268
GCF_000760295.1	Contig	1499502
GCF_047303495.1	Complete Genome	1499502
GCA_000760295.1	Contig	1499502
GCA_047303495.1	Complete Genome	1499502
GCF_000760315.1	Contig	1499503
GCF_047302865.1	Complete Genome	1499503
GCA_000760315.1	Contig	1499503
GCA_047302865.1	Complete Genome	1499503
GCF_000760335.1	Contig	1499504
GCF_047303465.1	Complete Genome	1499504
GCA_000760335.1	Contig	1499504
GCA_047303465.1	Complete Genome	1499504
GCF_047302985.1	Complete Genome	3082860
GCA_047302985.1	Complete Genome	3082860
GCF_047302755.1	Complete Genome	3082540
GCA_047302755.1	Complete Genome	3082540
GCF_047302805.1	Complete Genome	3082539
GCA_047302805.1	Complete Genome	3082539
GCF_000757865.1	Complete Genome	1501269
GCA_000757865.1	Complete Genome	1501269
GCF_047305155.1	Complete Genome	3082521
GCA_047305155.1	Complete Genome	3082521
GCF_047305235.1	Complete Genome	3082520
GCA_047305235.1	Complete Genome	3082520
GCF_047303415.1	Complete Genome	3082535
GCA_047303415.1	Complete Genome	3082535
GCF_047305065.1	Complete Genome	3082524
GCA_047305065.1	Complete Genome	3082524
GCF_034092465.1	Complete Genome	3096217
GCA_034092465.1	Complete Genome	3096217
GCF_047303345.1	Complete Genome	3082536
GCA_047303345.1	Complete Genome	3082536
GCF_034092375.1	Complete Genome	3096218
GCA_034092375.1	Complete Genome	3096218
GCF_001631965.1	Contig	1723647
GCA_001631965.1	Contig	1723647
GCF_047305015.1	Complete Genome	3082525
GCA_047305015.1	Complete Genome	3082525
GCF_001631985.1	Contig	1799667
GCF_047304515.1	Complete Genome	1799667
GCA_001631985.1	Contig	1799667
GCA_047304515.1	Complete Genome	1799667
GCF_034092395.1	Complete Genome	3096219
GCA_034092395.1	Complete Genome	3096219
GCF_047303165.1	Complete Genome	3082537
GCA_047303165.1	Complete Genome	3082537
GCF_047303155.1	Complete Genome	3082538
GCA_047303155.1	Complete Genome	3082538
GCF_034093315.1	Complete Genome	3096220
GCA_034093315.1	Complete Genome	3096220
GCF_047304505.1	Complete Genome	3082531
GCA_047304505.1	Complete Genome	3082531
GCF_047304905.1	Complete Genome	3082526
GCA_047304905.1	Complete Genome	3082526
GCF_047304785.1	Complete Genome	3082527
GCA_047304785.1	Complete Genome	3082527
GCF_034092415.1	Complete Genome	3096221
GCA_034092415.1	Complete Genome	3096221
GCF_047304495.1	Complete Genome	3082532
GCA_047304495.1	Complete Genome	3082532
GCF_047303505.1	Complete Genome	3082533
GCA_047303505.1	Complete Genome	3082533
GCF_047305135.1	Complete Genome	3082523
GCA_047305135.1	Complete Genome	3082523
GCF_047304685.1	Complete Genome	3082528
GCA_047304685.1	Complete Genome	3082528
GCF_047303555.1	Complete Genome	3082534
GCA_047303555.1	Complete Genome	3082534
GCF_047305145.1	Complete Genome	3082522
GCA_047305145.1	Complete Genome	3082522
GCF_047304535.1	Complete Genome	3082529
GCA_047304535.1	Complete Genome	3082529
GCF_047304525.1	Complete Genome	3082530
GCA_047304525.1	Complete Genome	3082530
GCF_012933605.1	Contig	2729591
GCA_012933605.1	Contig	2729591
GCF_012933585.1	Contig	2729589
GCA_012933585.1	Contig	2729589
GCA_001627525.1	Scaffold	1811562
GCA_001627445.1	Scaffold	1811563
GCA_001627435.1	Scaffold	1811564
GCA_001627475.1	Scaffold	1811565
GCF_001989435.1	Chromosome	1924286
GCA_001989435.1	Chromosome	1924286
GCF_001989455.1	Chromosome	1924287
GCA_001989455.1	Chromosome	1924287
GCF_001989415.1	Chromosome	1924285
GCA_001989415.1	Chromosome	1924285
GCA_027251015.1	Contig	2998490
GCF_000633975.1	Contig	1471437
GCA_000633975.1	Contig	1471437
GCF_000634615.1	Scaffold	1471438
GCA_000634615.1	Scaffold	1471438
GCF_000634635.1	Contig	1471439
GCA_000634635.1	Contig	1471439
GCF_000635275.1	Contig	1471440
GCA_000635275.1	Contig	1471440
GCF_000633995.1	Contig	1471441
GCA_000633995.1	Contig	1471441
GCF_000634655.1	Contig	1471442
GCA_000634655.1	Contig	1471442
GCF_000634015.1	Contig	1471443
GCA_000634015.1	Contig	1471443
GCF_000634035.1	Contig	1471444
GCA_000634035.1	Contig	1471444
GCF_000634675.1	Contig	1471445
GCA_000634675.1	Contig	1471445
GCF_000635295.1	Contig	1471446
GCA_000635295.1	Contig	1471446
GCF_000635315.1	Contig	1471447
GCA_000635315.1	Contig	1471447
GCF_000634695.1	Contig	1471448
GCA_000634695.1	Contig	1471448
GCF_000635335.1	Contig	1471449
GCA_000635335.1	Contig	1471449
GCF_000635355.1	Contig	1471450
GCA_000635355.1	Contig	1471450
GCF_000634055.1	Contig	1471451
GCA_000634055.1	Contig	1471451
GCF_000635375.1	Contig	1471452
GCA_000635375.1	Contig	1471452
GCF_000634075.1	Contig	1471453
GCA_000634075.1	Contig	1471453
GCF_000634095.1	Contig	1471454
GCA_000634095.1	Contig	1471454
GCF_000634715.1	Contig	1471455
GCA_000634715.1	Contig	1471455
GCF_000634735.1	Contig	1471456
GCA_000634735.1	Contig	1471456
GCF_000634755.1	Contig	1471457
GCA_000634755.1	Contig	1471457
GCF_000634775.1	Contig	1471458
GCA_000634775.1	Contig	1471458
GCF_000634115.1	Scaffold	1471459
GCA_000634115.1	Scaffold	1471459
GCF_000634135.1	Contig	1471460
GCA_000634135.1	Contig	1471460
GCF_000635395.1	Contig	1471461
GCA_000635395.1	Contig	1471461
GCF_000635415.1	Contig	1471462
GCA_000635415.1	Contig	1471462
GCF_000634155.1	Scaffold	1471463
GCA_000634155.1	Scaffold	1471463
GCF_000634175.1	Contig	1471464
GCA_000634175.1	Contig	1471464
GCF_000635435.1	Scaffold	1471465
GCA_000635435.1	Scaffold	1471465
GCF_000634795.1	Contig	1471466
GCA_000634795.1	Contig	1471466
GCF_000635455.1	Contig	1471467
GCA_000635455.1	Contig	1471467
GCF_000635475.1	Contig	1471468
GCA_000635475.1	Contig	1471468
GCF_000634195.1	Contig	1471469
GCA_000634195.1	Contig	1471469
GCF_000634815.1	Contig	1471470
GCA_000634815.1	Contig	1471470
GCF_000634835.1	Contig	1471471
GCA_000634835.1	Contig	1471471
GCF_000635495.1	Contig	1471472
GCA_000635495.1	Contig	1471472
GCF_000634215.1	Contig	1471473
GCA_000634215.1	Contig	1471473
GCF_000634235.1	Contig	1471474
GCA_000634235.1	Contig	1471474
GCF_000635515.1	Contig	1471475
GCA_000635515.1	Contig	1471475
GCF_000634855.1	Contig	1471476
GCA_000634855.1	Contig	1471476
GCF_000634875.1	Contig	1471477
GCA_000634875.1	Contig	1471477
GCF_000634255.1	Contig	1471478
GCA_000634255.1	Contig	1471478
GCF_000634895.1	Contig	1471479
GCA_000634895.1	Contig	1471479
GCF_000634915.1	Contig	1471480
GCA_000634915.1	Contig	1471480
GCF_000635535.1	Scaffold	1471481
GCA_000635535.1	Scaffold	1471481
GCF_000635555.1	Contig	1471482
GCA_000635555.1	Contig	1471482
GCF_000635575.1	Contig	1471483
GCA_000635575.1	Contig	1471483
GCF_000634935.1	Contig	1471484
GCA_000634935.1	Contig	1471484
GCF_000634275.1	Contig	1471485
GCA_000634275.1	Contig	1471485
GCF_000634955.1	Contig	1471486
GCA_000634955.1	Contig	1471486
GCF_000634295.1	Contig	1471487
GCA_000634295.1	Contig	1471487
GCF_000634975.1	Contig	1471488
GCA_000634975.1	Contig	1471488
GCF_000635595.1	Contig	1471489
GCA_000635595.1	Contig	1471489
GCF_000634995.1	Contig	1471490
GCA_000634995.1	Contig	1471490
GCF_000635615.1	Contig	1471491
GCA_000635615.1	Contig	1471491
GCF_000635635.1	Contig	1471492
GCA_000635635.1	Contig	1471492
GCF_000635015.1	Contig	1471493
GCA_000635015.1	Contig	1471493
GCF_000634315.1	Contig	1471494
GCA_000634315.1	Contig	1471494
GCF_000635035.1	Scaffold	1471495
GCA_000635035.1	Scaffold	1471495
GCF_000635655.1	Contig	1471496
GCA_000635655.1	Contig	1471496
GCF_000634335.1	Contig	1471497
GCA_000634335.1	Contig	1471497
GCF_000634355.1	Contig	1471498
GCA_000634355.1	Contig	1471498
GCF_000635675.1	Contig	1471499
GCA_000635675.1	Contig	1471499
GCF_000635695.1	Contig	1471500
GCA_000635695.1	Contig	1471500
GCF_000634375.1	Contig	1471501
GCA_000634375.1	Contig	1471501
GCF_000635055.1	Contig	1471502
GCA_000635055.1	Contig	1471502
GCF_000634395.1	Contig	1471503
GCA_000634395.1	Contig	1471503
GCF_000635075.1	Contig	1471504
GCA_000635075.1	Contig	1471504
GCF_000635715.1	Contig	1471505
GCA_000635715.1	Contig	1471505
GCF_000635095.1	Contig	1471506
GCA_000635095.1	Contig	1471506
GCF_000635115.1	Contig	1471507
GCA_000635115.1	Contig	1471507
GCF_000635135.1	Contig	1471508
